name,all_defense_300
,null
confidence ACC,0.7933333333333333
entropy ACC,0.7583333333333333
modified entropy ACC,0.7887500000000001
loss ACC,0.7933333333333333
confidence AUC,0.8222430555555557
entropy AUC,0.8150375
modified entropy AUC,0.8238368055555556
modified entropy AUC,0.8222430555555557
grad_wrt_x_l1 ACC,0.7916666666666667
grad_wrt_x_l2 ACC,0.7683333333333333
grad_wrt_w_l1 ACC,0.7483333333333333
grad_wrt_w_l2 ACC,0.7362500000000001
grad_wrt_x_l1 AUC,0.8143715277777779
grad_wrt_x_l2 AUC,0.814498611111111
grad_wrt_w_l1 AUC,0.8207034722222223
grad_wrt_w_l2 AUC,0.8218034722222223
